Termo Buscado,Nome Completo,Origem/Nacionalidade,Data de Nascimento,Local de Nascimento,Data de Falecimento,Local de Falecimento,Século,Latitude,Longitude,Url,Imagem
Machado de Assis,Joaquim Maria Machado de Assis,Brasil,1839-06-21,Rio de Janeiro,1908-09-29,Rio de Janeiro,183907,-22.911111111,-43.205555555,https://pt.wikipedia.org/wiki/Machado_de_Assis,http://commons.wikimedia.org/wiki/Special:FilePath/Machado%20de%20Assis%20aos%2057%20anos.jpg
Vladimir Puton,Vladimir Vladimirovitch Putin,Rússia,1952-10-07,Não Informado,Não Informado,Não Informado,195211,Não Informado,Não Informado,https://pt.wikipedia.org/wiki/Vladimir_Putin,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%20%D0%9F%D1%83%D1%82%D0%B8%D0%BD%20%282025-05-22%29%20cropped.jpg
