Termo Buscado,Nome Completo,Origem/Nacionalidade,Data de Nascimento,Local de Nascimento,Data de Falecimento,Local de Falecimento,Século,Latitude,Longitude,Url,Imagem
Machado de Assis,Joaquim Maria Machado de Assis,Brasil,21 de junho de 1839,Rio de Janeiro,29 de setembro de 1908,Rio de Janeiro,19,-22.911111111,-43.205555555,https://pt.wikipedia.org/wiki/Machado_de_Assis,http://commons.wikimedia.org/wiki/Special:FilePath/Machado.jpg
Clarice Lispector,Chaya Pinkhasivna Lispector,Ucrânia,10 de dezembro de 1920,Chechelnyk,09 de dezembro de 1977,Rio de Janeiro,20,48.212222222,29.362222222,https://pt.wikipedia.org/wiki/Clarice_Lispector,http://commons.wikimedia.org/wiki/Special:FilePath/Clarice.jpg
