Termo Buscado,Nome Completo,Origem/Nacionalidade,Data de Nascimento,Local de Nascimento,Data de Falecimento,Local de Falecimento,Século,Latitude,Longitude,Url,Imagemplatao,Platão,Grécia,427 a.C.,Atenas,01 de janeiro de 346,Atenas,5 a.C.,37.96666667, 23.71666667,https://pt.wikipedia.org/wiki/Platão,http://commons.wikimedia.org/wiki/Special:FilePath/Head%20Platon%20Glyptothek%20Munich%20548.jpg
aristoteles,Aristóteles,Grécia,383 a.C.,Estagira,321 a.C.,Estagira,4 a.C.,40.59083333, 23.79416667,https://pt.wikipedia.org/wiki/Aristóteles,http://commons.wikimedia.org/wiki/Special:FilePath/Aristotle%20Altemps%20Inv8575.jpg
machado de assis,Joaquim Maria Machado de Assis,Brasil,21 de junho de 1839,Rio de Janeiro,29 de setembro de 1908,Rio de Janeiro,19,-22.911111111, -43.205555555,https://pt.wikipedia.org/wiki/Machado_de_Assis,http://commons.wikimedia.org/wiki/Special:FilePath/Machado%20de%20Assis%20aos%2057%20anos.jpg
